strategy,rep,phase,rel_time,node,task_size,latency_ms
Weighted Round Robin,0,post,27.228325366973877,node-a,154865.6993417893,9087.827682495117
Weighted Round Robin,0,post,27.233354330062866,node-b,118759.14254924736,94.31672096252441
Weighted Round Robin,0,post,27.256518363952637,node-c,138037.32168458836,212.18395233154297
Weighted Round Robin,0,post,27.312435626983643,node-a,74452.03640041206,9003.717422485352
Least Connection,0,pre,0.1667017936706543,node-a,123328.34653580883,108.45255851745605
Least Connection,0,pre,0.3277153968811035,node-a,62960.00538639512,52.60205268859863
Least Connection,0,pre,0.4923100471496582,node-a,154117.81473681098,241.34445190429688
Least Connection,0,pre,0.5117645263671875,node-a,169486.63954621818,306.5664768218994
Least Connection,0,pre,0.5182785987854004,node-a,39923.86033135189,228.09386253356934
Least Connection,0,pre,0.619011402130127,node-a,55224.2401116969,203.11379432678223
Least Connection,0,pre,0.7153782844543457,node-b,112889.77998801673,113.47317695617676
Least Connection,0,pre,0.9315569400787354,node-a,90411.40732044433,169.00181770324707
Least Connection,0,pre,0.9361202716827393,node-a,105013.73635503302,164.43848609924316
Least Connection,0,pre,1.0079355239868164,node-a,69128.68578469494,163.22946548461914
Least Connection,0,pre,1.0131990909576416,node-a,164381.62893054791,368.4117794036865
Least Connection,0,pre,1.0879769325256348,node-a,156239.12879695476,307.77788162231445
Least Connection,0,pre,1.207418441772461,node-b,109454.29792252355,155.63488006591797
Least Connection,0,pre,1.2342586517333984,node-b,186068.02753197495,395.050048828125
Least Connection,0,pre,1.319216012954712,node-b,133786.6562848461,339.89810943603516
Least Connection,0,pre,1.3296749591827393,node-b,68913.04630081484,516.6058540344238
Least Connection,0,pre,1.337327003479004,node-b,127340.82264890775,717.8139686584473
Least Connection,0,pre,1.357940673828125,node-b,65565.55241263952,623.8155364990234
Least Connection,0,pre,1.4200794696807861,node-b,164303.75731984293,714.897632598877
Least Connection,0,pre,1.4482438564300537,node-a,103288.78338218242,92.05770492553711
Least Connection,0,pre,1.5345451831817627,node-a,96549.95675863358,138.55814933776855
Least Connection,0,pre,1.5500121116638184,node-a,75341.18799430737,123.09122085571289
Least Connection,0,pre,1.6765937805175781,node-a,195148.81319740802,170.69149017333984
Least Connection,0,pre,1.7610478401184082,node-a,98025.43656209784,233.4613800048828
Least Connection,0,pre,1.8063864707946777,node-a,85483.88098691129,188.63224983215332
Least Connection,0,pre,1.8349981307983398,node-a,88803.4026627253,340.24786949157715
Least Connection,0,pre,1.866518497467041,node-a,138192.3196413388,594.8317050933838
Least Connection,0,pre,1.871690273284912,node-a,127130.45639778033,564.8455619812012
Least Connection,0,pre,1.8840928077697754,node-a,130172.18168071713,695.0771808624268
Least Connection,0,pre,1.9327106475830078,node-a,131354.82433167935,627.5994777679443
Least Connection,0,pre,1.959282636642456,node-a,308992.04839504755,1170.0184345245361
Least Connection,0,pre,2.045569658279419,node-a,86425.62647825923,575.5782127380371
Least Connection,0,pre,2.0940961837768555,node-a,81971.39773003901,665.9917831420898
Least Connection,0,pre,2.110903024673462,node-a,70499.48315510646,754.8239231109619
Least Connection,0,pre,2.1425204277038574,node-a,144096.2463972571,943.7863826751709
Least Connection,0,pre,2.1868479251861572,node-a,186229.14710562734,1026.953935623169
Least Connection,0,pre,2.210257053375244,node-a,100034.78884656797,1135.2059841156006
Least Connection,0,pre,2.232525110244751,node-a,69575.57030087759,1040.9042835235596
Least Connection,0,pre,2.2930660247802734,node-a,70123.02047587637,1110.835313796997
Least Connection,0,pre,2.3146541118621826,node-a,146611.7793788687,1141.0138607025146
Least Connection,0,pre,2.4078497886657715,node-a,153564.21654693905,1259.626865386963
Least Connection,0,pre,2.5016777515411377,node-a,138943.70859011114,1165.262222290039
Least Connection,0,pre,2.576230525970459,node-c,75924.30743094067,171.27585411071777
Least Connection,0,pre,2.5816972255706787,node-c,118934.43850002464,266.3462162017822
Least Connection,0,pre,2.659555196762085,node-b,112261.91268402804,96.00973129272461
Least Connection,0,pre,2.7530336380004883,node-b,118135.94541823669,114.70317840576172
Least Connection,0,pre,2.83028507232666,node-b,163727.9373596016,747.901201248169
Least Connection,0,pre,2.849698781967163,node-b,118426.14498101735,824.9349594116211
Least Connection,0,pre,2.871760129928589,node-b,148702.6276788918,586.6119861602783
Least Connection,0,pre,2.883730411529541,node-b,109539.06871360115,979.7163009643555
Least Connection,0,pre,2.907858371734619,node-b,122370.26923013838,908.4014892578125
Least Connection,0,pre,2.9094443321228027,node-b,145203.44902166497,1117.5813674926758
Least Connection,0,pre,2.9207472801208496,node-b,51106.609478848084,866.0604953765869
Least Connection,0,pre,3.012272834777832,node-b,90256.5467369229,1047.3277568817139
Least Connection,0,pre,3.2872211933135986,node-b,83705.56105706745,1197.2453594207764
Least Connection,0,pre,3.325871467590332,node-b,76942.07135549092,1010.1742744445801
Least Connection,0,pre,3.3454630374908447,node-b,92288.59940754846,1081.9380283355713
Least Connection,0,pre,3.3731448650360107,node-b,223623.17893296183,1686.1457824707031
Least Connection,0,pre,3.3985302448272705,node-b,68688.11494625095,1132.596492767334
Least Connection,0,pre,3.40678334236145,node-b,171851.5323558088,1427.2379875183105
Least Connection,0,pre,3.4814517498016357,node-b,45652.43092417173,1293.9724922180176
Least Connection,0,pre,3.5761075019836426,node-b,89572.57833661404,1379.2715072631836
Least Connection,0,pre,3.6804182529449463,node-a,114877.72195616567,102.76556015014648
Least Connection,0,pre,4.046393871307373,node-a,141968.17438915515,114.93682861328125
Least Connection,0,pre,4.191847562789917,node-a,151124.65600113044,139.11032676696777
Least Connection,0,pre,4.305442571640015,node-a,157459.03991036775,169.38138008117676
Least Connection,0,pre,4.377468585968018,node-a,88954.8739304915,257.3966979980469
Least Connection,0,pre,4.418313264846802,node-a,84041.93046071955,243.8485622406006
Least Connection,0,pre,4.421391010284424,node-a,162630.32549943525,414.9174690246582
Least Connection,0,pre,4.4869794845581055,node-a,96239.47151631535,228.27672958374023
Least Connection,0,pre,4.529881715774536,node-a,55960.639700088745,217.2565460205078
Least Connection,0,pre,4.633809804916382,node-a,60090.28226950024,228.73997688293457
Least Connection,0,pre,4.774077653884888,node-a,66871.01400533372,181.30135536193848
Least Connection,0,pre,4.796895503997803,node-a,135784.91341521015,298.5706329345703
Least Connection,0,pre,4.800364971160889,node-a,113716.05671757563,295.1011657714844
Least Connection,0,pre,4.864196300506592,node-b,149565.49937848616,296.9706058502197
Least Connection,0,pre,5.040055990219116,node-c,85529.84844277803,179.63647842407227
Least Connection,0,pre,5.097088575363159,node-c,114635.96529332947,240.9501075744629
Least Connection,0,pre,5.243648290634155,node-a,144790.36530163232,152.94337272644043
Least Connection,0,pre,5.295707941055298,node-a,90723.6862954343,127.76637077331543
Least Connection,0,pre,5.38606858253479,node-b,133070.53973369344,342.4077033996582
Least Connection,0,pre,5.406195878982544,node-b,76060.47687857399,322.2804069519043
Least Connection,0,pre,5.415324449539185,node-b,88319.84428939168,452.03661918640137
Least Connection,0,pre,5.425471544265747,node-b,87498.60022288638,513.6651992797852
Least Connection,0,pre,5.433618545532227,node-b,58239.971817618185,439.647912979126
Least Connection,0,pre,5.437096834182739,node-b,135094.96602578126,593.9912796020508
Least Connection,0,pre,5.5552966594696045,node-a,83746.18125251321,107.40113258361816
Least Connection,0,pre,5.58632493019104,node-a,106563.26029077674,190.4151439666748
Least Connection,0,pre,5.613330364227295,node-a,134675.0812990667,411.41438484191895
Least Connection,0,pre,5.677765130996704,node-a,132390.69092501714,346.97961807250977
Least Connection,0,pre,5.690400123596191,node-a,147700.16361197483,331.0518264770508
Least Connection,0,pre,5.8227198123931885,node-a,100811.1536219529,460.44325828552246
Least Connection,0,pre,5.912118196487427,node-a,85699.12253558153,371.0448741912842
Least Connection,0,pre,5.9345433712005615,node-a,101761.58113240422,310.0132942199707
Least Connection,0,pre,5.94825291633606,node-a,45550.63324492301,310.91761589050293
Least Connection,0,pre,5.98499608039856,node-a,51363.89565935219,361.59706115722656
Least Connection,0,pre,6.0058393478393555,node-a,54660.533271296445,361.2680435180664
Least Connection,0,pre,6.011377811431885,node-a,64319.85232856293,434.5529079437256
Least Connection,0,pre,6.045918941497803,node-a,129331.4974840889,506.7622661590576
Least Connection,0,pre,6.20119047164917,node-a,67339.85194435711,355.4952144622803
Least Connection,0,pre,6.271084785461426,node-a,87655.15873953704,356.3079833984375
Least Connection,0,pre,6.483207941055298,node-b,202776.80505403748,233.66999626159668
Least Connection,0,pre,6.624377012252808,node-b,88620.19420916947,145.9038257598877
Least Connection,0,pre,6.701861143112183,node-a,153124.22606480986,107.26189613342285
Least Connection,0,pre,6.829378843307495,node-b,66399.06020062021,72.20649719238281
Least Connection,0,pre,6.879462003707886,node-a,95561.78138789166,66.50972366333008
Least Connection,0,pre,6.953421354293823,node-a,65856.67009579392,96.14872932434082
Least Connection,0,pre,6.979291915893555,node-a,89386.99527108499,146.35157585144043
Least Connection,0,pre,6.994225740432739,node-a,161199.99700784046,221.49944305419922
Least Connection,0,pre,7.142175674438477,node-a,44648.98305708025,117.40565299987793
Least Connection,0,pre,7.1521852016448975,node-a,131591.6496742857,348.0393886566162
Least Connection,0,pre,7.1649086475372314,node-a,119266.38776686342,320.04332542419434
Least Connection,0,pre,7.1866295337677,node-a,78682.18508509963,251.0848045349121
Least Connection,0,pre,7.253049612045288,node-b,51390.98744694206,39.450645446777344
Least Connection,0,pre,7.281710863113403,node-c,109788.57783262625,138.91053199768066
Least Connection,0,pre,7.328691720962524,node-c,81267.43544249299,209.11645889282227
Least Connection,0,pre,7.477894067764282,node-b,118965.0614164116,90.1939868927002
Least Connection,0,pre,7.584251165390015,node-a,107063.03953848465,102.04911231994629
Least Connection,0,pre,7.6648170948028564,node-a,235893.67844331436,369.64964866638184
Least Connection,0,pre,7.676663875579834,node-a,93954.81066248991,180.7231903076172
Least Connection,0,pre,7.758570909500122,node-a,63481.14905000262,215.33751487731934
Least Connection,0,pre,7.79001784324646,node-a,115830.69050128458,524.2631435394287
Least Connection,0,pre,7.7987425327301025,node-a,118213.23675298966,435.6842041015625
Least Connection,0,pre,7.826356887817383,node-a,208948.0236575144,627.8676986694336
Least Connection,0,pre,7.8307976722717285,node-a,160781.67129098458,609.7731590270996
Least Connection,0,pre,7.894153594970703,node-b,126586.67765209198,165.18688201904297
Least Connection,0,pre,7.961333990097046,node-b,220113.47050124872,518.0857181549072
Least Connection,0,pre,7.981556415557861,node-b,58446.40705464808,195.5561637878418
Least Connection,0,pre,7.984602689743042,node-b,76908.46714807714,330.67917823791504
Least Connection,0,pre,8.172652006149292,node-b,66633.2546554744,408.7953567504883
Least Connection,0,pre,8.228756666183472,node-b,87146.17151819795,487.8067970275879
Least Connection,0,pre,8.331074476242065,node-b,53204.80272208876,250.37288665771484
Least Connection,0,pre,8.35533618927002,node-b,145484.16021581332,466.6290283203125
Least Connection,0,pre,8.47090196609497,node-c,94763.12854755523,91.63737297058105
Least Connection,0,pre,8.584555625915527,node-a,50758.982408466785,58.34507942199707
Least Connection,0,pre,8.590721130371094,node-a,63732.98217823439,93.21069717407227
Least Connection,0,pre,8.965127944946289,node-a,123871.98663568683,128.2510757446289
Least Connection,0,pre,9.011811256408691,node-a,161024.25836826678,306.66399002075195
Least Connection,0,pre,9.107895374298096,node-a,287394.8886315716,471.3873863220215
Least Connection,0,pre,9.12489652633667,node-a,454602.3022671902,690.8819675445557
Least Connection,0,pre,9.192826271057129,node-b,130281.36521283789,178.22003364562988
Least Connection,0,pre,9.212443590164185,node-b,64568.24217849559,165.58098793029785
Least Connection,0,pre,9.323993921279907,node-c,36469.21946267165,48.059701919555664
Least Connection,0,pre,9.356002807617188,node-c,121067.40709994447,181.5967559814453
Least Connection,0,pre,9.409879922866821,node-b,70528.80409688527,78.56035232543945
Least Connection,0,pre,9.445895910263062,node-b,86040.0695455298,194.67568397521973
Least Connection,0,pre,9.498229503631592,node-b,77979.29504041243,257.33447074890137
Least Connection,0,pre,9.530691623687744,node-b,98701.12056072791,384.8907947540283
Least Connection,0,pre,9.572730779647827,node-b,180455.07560424265,589.6182060241699
Least Connection,0,pre,9.574749231338501,node-b,114550.52894789848,699.737548828125
Least Connection,0,pre,9.684087038040161,node-b,97824.42832863153,590.3997421264648
Least Connection,0,pre,9.857205152511597,node-a,63096.47260806362,58.37726593017578
Least Connection,0,pre,9.897453308105469,node-a,45839.68819845233,50.65727233886719
Least Connection,0,pre,10.132333278656006,node-a,83041.27623726778,158.30254554748535
Least Connection,0,pre,10.143572092056274,node-a,103089.80147612811,147.0637321472168
Least Connection,0,pre,10.335604906082153,node-a,256327.69886419174,298.3870506286621
Least Connection,0,pre,10.360994815826416,node-a,113027.25716997024,204.09607887268066
Least Connection,0,pre,10.406776905059814,node-b,173098.62145637476,159.32917594909668
Least Connection,0,pre,10.574983835220337,node-c,82503.76622514013,180.9706687927246
Least Connection,0,pre,10.583622217178345,node-c,58558.125519744484,172.3322868347168
Least Connection,0,pre,10.597704410552979,node-b,65361.49748757287,58.49957466125488
Least Connection,0,pre,10.689554452896118,node-a,73690.85523159422,74.44310188293457
Least Connection,0,pre,10.757463693618774,node-b,306962.81270607,517.2481536865234
Least Connection,0,pre,10.77721357345581,node-b,70231.60357982168,245.83911895751953
Least Connection,0,pre,10.80777621269226,node-b,161053.45759911364,458.21118354797363
Least Connection,0,pre,10.85950231552124,node-a,67425.82830184419,71.78473472595215
Least Connection,0,pre,10.990657567977905,node-a,168726.36306555252,262.12263107299805
Least Connection,0,pre,11.015345096588135,node-a,128376.48371370956,345.5381393432617
Least Connection,0,pre,11.06794810295105,node-a,97922.15183414886,292.9351329803467
Least Connection,0,pre,11.092384576797485,node-a,103763.10659041413,328.78851890563965
Least Connection,0,pre,11.113206386566162,node-a,76332.43109249871,309.97252464294434
Least Connection,0,pre,11.260329246520996,node-a,132360.31243213505,321.216344833374
Least Connection,0,pre,11.298810243606567,node-a,84352.12510858945,259.7005367279053
Least Connection,0,pre,11.3914794921875,node-b,57379.60123019344,79.10895347595215
Least Connection,0,pre,11.412495136260986,node-b,55897.68441624148,225.6796360015869
Least Connection,0,pre,11.425213813781738,node-b,115444.01590162003,258.6061954498291
Least Connection,0,pre,11.503737449645996,node-b,233232.86404583717,375.8506774902344
Least Connection,0,pre,11.601701259613037,node-a,114719.21677682016,130.15484809875488
Least Connection,0,pre,11.667320013046265,node-a,99800.43876265132,122.96819686889648
Least Connection,0,pre,11.749067544937134,node-a,122168.93653522362,128.5245418548584
Least Connection,0,pre,11.819288730621338,node-c,203464.71794008536,310.0717067718506
Least Connection,0,pre,11.894639492034912,node-a,118176.94006945375,99.7772216796875
Least Connection,0,pre,12.05007004737854,node-a,86230.86078672975,71.97856903076172
Least Connection,0,pre,12.24509072303772,node-a,184128.90773171766,195.36495208740234
Least Connection,0,pre,12.290273904800415,node-a,131219.29903724522,518.5503959655762
Least Connection,0,pre,12.297011613845825,node-a,228233.61664436944,1223.2632637023926
Least Connection,0,pre,12.393737554550171,node-a,116060.19296506053,1001.5435218811035
Least Connection,0,post,12.452154397964478,node-a,57412.22311567495,863.5702133178711
Least Connection,0,post,12.620329856872559,node-a,53432.124268864034,899.9450206756592
Least Connection,0,post,12.692545413970947,node-a,241762.46847243674,1397.6902961730957
Least Connection,0,post,12.702194690704346,node-b,250716.9473937672,261.9819641113281
Least Connection,0,post,12.774088144302368,node-c,96808.24208274338,182.2030544281006
Least Connection,0,post,12.81386685371399,node-c,87435.2117720609,613.4085655212402
Least Connection,0,post,12.821682214736938,node-c,219909.01418095123,1319.634199142456
Least Connection,0,post,12.840425491333008,node-c,60883.90790345369,418.8416004180908
Least Connection,0,post,13.080169200897217,node-c,67702.84707408982,673.6392974853516
Least Connection,0,post,13.108215093612671,node-c,146080.10565676758,1229.0852069854736
Least Connection,0,post,13.125903606414795,node-c,86937.47493319158,917.3216819763184
Least Connection,0,post,13.156479358673096,node-c,105628.77338793047,1096.8730449676514
Least Connection,0,post,13.29906702041626,node-c,97589.5378506133,1431.7622184753418
Least Connection,0,post,13.373993873596191,node-c,125371.21008379715,1487.2386455535889
Least Connection,0,post,13.388150215148926,node-c,214054.9319503215,2240.5567169189453
Least Connection,0,post,13.388659477233887,node-c,110806.3625313794,2171.9136238098145
Least Connection,0,post,13.419297456741333,node-c,146124.81290579663,2304.131031036377
Least Connection,0,post,13.428861379623413,node-c,37993.14285529002,1712.4578952789307
Least Connection,0,post,13.571273803710938,node-b,103351.1632820267,210.31904220581055
Least Connection,0,post,13.578936338424683,node-b,69468.72196736024,195.32155990600586
Least Connection,0,post,13.626126050949097,node-b,57574.813852465995,201.14541053771973
Least Connection,0,post,13.6965012550354,node-b,68266.2539836552,180.61351776123047
Least Connection,0,post,13.894158363342285,node-b,89606.69358959842,147.24087715148926
Least Connection,0,post,13.914236783981323,node-b,167409.5179490162,435.30869483947754
Least Connection,0,post,14.033853769302368,node-b,54559.69284863689,128.96323204040527
Least Connection,0,post,14.086740970611572,node-b,107534.04435213337,375.08296966552734
Least Connection,0,post,14.206183433532715,node-b,83130.11460079094,431.4076900482178
Least Connection,0,post,14.230867624282837,node-b,89896.15722783373,332.3097229003906
Least Connection,0,post,14.253871440887451,node-b,174839.89255022866,778.0148983001709
Least Connection,0,post,14.270892143249512,node-b,138594.09223552106,703.3641338348389
Least Connection,0,post,14.343010187149048,node-b,206683.94619636342,1094.2137241363525
Least Connection,0,post,14.387592315673828,node-b,98026.60320989732,1052.1166324615479
Least Connection,0,post,14.447543621063232,node-b,74777.75419572592,989.680290222168
Least Connection,0,post,14.535898447036743,node-a,94685.63833309733,80.00349998474121
Least Connection,0,post,14.615901947021484,node-a,119550.65089333974,575.4225254058838
Least Connection,0,post,14.68809986114502,node-a,115674.29290585338,502.2156238555908
Least Connection,0,post,14.7841796875,node-a,61577.571589411076,730.3717136383057
Least Connection,0,post,14.786704063415527,node-a,110801.09241391941,1227.8237342834473
Least Connection,0,post,14.890458583831787,node-a,118700.7841627887,1513.8969421386719
Least Connection,0,post,14.980219602584839,node-a,372869.60032961477,4314.122438430786
Least Connection,0,post,15.010013818740845,node-a,270673.7032603318,2300.8201122283936
Least Connection,0,post,15.027076244354248,node-a,69121.79320389297,893.2809829711914
Least Connection,0,post,15.075539588928223,node-a,91725.46704343578,1514.2161846160889
Least Connection,0,post,15.21548056602478,node-a,50946.22893239044,1489.065170288086
Least Connection,0,post,15.237791538238525,node-a,78817.75082720756,2176.494598388672
Least Connection,0,post,15.3370041847229,node-a,124001.57220251733,2872.685194015503
Least Connection,0,post,15.54154634475708,node-a,193527.2933110387,3981.752634048462
Least Connection,0,post,15.568891286849976,node-a,73548.8509272347,2434.8390102386475
Least Connection,0,post,15.865711212158203,node-a,76356.9093068363,2544.996976852417
Least Connection,0,post,15.870359182357788,node-a,36192.33036132406,2451.171398162842
Least Connection,0,post,15.872693538665771,node-a,97627.45767682875,3218.2931900024414
Least Connection,0,post,16.000406503677368,node-a,62257.84408801169,2715.3453826904297
Least Connection,0,post,16.04538059234619,node-a,81269.60050479758,3366.262912750244
Least Connection,0,post,16.08682370185852,node-a,68310.35418515968,3207.5183391571045
Least Connection,0,post,16.22235679626465,node-a,101024.2377380574,3305.9420585632324
Least Connection,0,post,16.39282989501953,node-a,43975.275129573434,3135.4689598083496
Least Connection,0,post,16.44948124885559,node-a,50854.52572893877,3240.3483390808105
Least Connection,0,post,16.594841718673706,node-a,307082.14921023283,5926.310777664185
Least Connection,0,post,16.664895057678223,node-a,55633.21706787448,3342.756748199463
Least Connection,0,post,16.699524879455566,node-a,61197.048030226644,3922.269821166992
Least Connection,0,post,16.716492414474487,node-a,265323.1473202159,5788.121938705444
Least Connection,0,post,16.811009645462036,node-a,452607.5105985092,7215.825080871582
Least Connection,0,post,16.95876955986023,node-a,58951.10835212367,4251.816034317017
Least Connection,0,post,17.14316415786743,node-a,88090.72632850516,4970.611095428467
Least Connection,0,post,17.164409637451172,node-a,125621.01014287982,4925.370454788208
Least Connection,0,post,17.235381841659546,node-a,251348.5358518715,5964.643716812134
Least Connection,0,post,17.27070450782776,node-a,64654.85529064135,4619.98438835144
Least Connection,0,post,17.38772678375244,node-a,93677.01170451973,5124.91250038147
Least Connection,0,post,17.402838230133057,node-a,156203.6384726014,6220.57580947876
Least Connection,0,post,17.40789771080017,node-a,131614.18212806404,6298.268556594849
Least Connection,0,post,17.43234896659851,node-a,87743.14215103636,6658.461332321167
Least Connection,0,post,17.437032461166382,node-a,99045.5911230621,6884.480953216553
Least Connection,0,post,17.469902992248535,node-a,53252.451367323214,6926.252603530884
Least Connection,0,post,17.503045320510864,node-a,94010.3488909593,7906.64005279541
Least Connection,0,post,17.510501623153687,node-a,92693.46721677484,7493.583917617798
Least Connection,0,post,17.72419786453247,node-a,118934.94793058983,7883.798122406006
Least Connection,0,post,17.745335817337036,node-a,80224.4341250599,7272.197961807251
Least Connection,0,post,17.82854199409485,node-a,134056.45323822956,9394.024848937988
Least Connection,0,post,17.841220140457153,node-a,175712.5904979484,9369.712352752686
Least Connection,0,post,17.876604318618774,node-a,114457.82409434147,8247.051000595093
Least Connection,0,post,17.882166385650635,node-a,126263.36790948194,9340.400457382202
Least Connection,0,post,17.891191720962524,node-a,108751.92996011286,9314.121007919312
Least Connection,0,post,17.892200231552124,node-a,105904.09700293883,8497.653722763062
Least Connection,0,post,18.003730297088623,node-a,73826.1294115895,9196.166276931763
Least Connection,0,post,18.02740716934204,node-a,124056.71916176949,9083.04214477539
Least Connection,0,post,18.0746328830719,node-a,100871.6022831039,10343.104362487793
Least Connection,0,post,18.1348876953125,node-a,301592.237251747,13561.580419540405
Least Connection,0,post,18.14686155319214,node-a,232564.86933854586,11758.819818496704
Least Connection,0,post,18.350160598754883,node-a,128433.98270627577,11145.711183547974
Least Connection,0,post,18.387218952178955,node-a,72310.05103264157,11019.356966018677
Least Connection,0,post,18.39242696762085,node-a,60720.78169627558,10117.286443710327
Least Connection,0,post,18.400447130203247,node-a,192109.05764246316,12023.749351501465
Least Connection,0,post,18.434725522994995,node-a,120767.39683895807,10887.875080108643
Least Connection,0,post,18.442659616470337,node-a,134634.4656820574,12580.657958984375
Least Connection,0,post,18.465991735458374,node-a,44265.19707848542,11036.989450454712
Least Connection,0,post,18.516945123672485,node-a,168377.9211346928,13187.247514724731
Least Connection,0,post,18.519466400146484,node-a,132913.94807788258,12686.731100082397
Least Connection,0,post,18.544533729553223,node-a,60780.94897078499,12055.52053451538
Least Connection,0,post,18.65266704559326,node-a,83657.35413061963,12357.624530792236
Least Connection,0,post,18.658150911331177,node-a,120825.86115053196,13451.849460601807
Least Connection,0,post,18.725679397583008,node-a,108714.49587592286,13182.615041732788
Least Connection,0,post,18.72807002067566,node-a,91506.14695675625,13480.182409286499
Least Connection,0,post,18.913166999816895,node-a,100559.30055404156,13286.83066368103
Least Connection,0,post,18.929919958114624,node-a,93363.7406087149,13490.995168685913
Least Connection,0,post,18.947734594345093,node-a,114293.8768881317,13973.149299621582
Least Connection,0,post,19.022117376327515,node-a,221016.581757191,14879.544734954834
Least Connection,0,post,19.17903709411621,node-a,29346.184044929425,13110.953569412231
Least Connection,0,post,19.397742748260498,node-a,94072.57986216802,13400.808811187744
Least Connection,0,post,19.493120908737183,node-a,115670.76853265135,14315.309286117554
Least Connection,0,post,19.612528085708618,node-a,122791.61573709552,14289.13402557373
Least Connection,0,post,19.687822341918945,node-a,87929.42043158217,14301.65147781372
Least Connection,0,post,19.701251745224,node-a,43997.413651494346,13701.75313949585
Least Connection,0,post,19.861348390579224,node-a,49183.63962856812,14845.720529556274
Least Connection,0,post,20.62179470062256,node-a,62554.769651689785,15068.129539489746
Least Connection,0,post,21.210585594177246,node-a,89591.78733784666,14895.620346069336
Least Connection,0,post,21.8906888961792,node-a,202859.5849861252,14804.529666900635
Least Connection,0,post,22.09081244468689,node-a,141715.1934746172,14727.290868759155
Least Connection,0,post,22.51263928413391,node-a,131898.81587617358,14977.30541229248
Least Connection,0,post,24.027831315994263,node-a,109482.49250908113,15094.638347625732
Least Connection,0,post,27.11044931411743,node-a,48253.65686954342,14592.262268066406
Least Connection,0,post,27.205312728881836,node-a,58938.12392103854,14898.064851760864
Least Connection,0,post,28.509713411331177,node-a,63792.33611601177,14605.96752166748
Least Connection,0,post,29.322600603103638,node-a,107649.7379166845,14471.351146697998
Least Connection,0,post,29.4075767993927,node-a,57639.70586153421,14407.071828842163
Least Connection,0,post,29.495871782302856,node-a,75710.85946241648,14429.186582565308
Least Connection,0,post,30.425373077392578,node-a,143577.14389856783,14462.78715133667
Least Connection,0,post,30.600054264068604,node-a,33678.07352908519,14102.48875617981
Least Connection,0,post,31.010291576385498,node-a,123306.74434019037,14385.131120681763
Least Connection,0,post,31.023317575454712,node-a,109783.3117037949,14287.760496139526
Least Connection,0,post,31.206197500228882,node-a,130247.5519527538,15189.33629989624
Least Connection,0,post,31.705193281173706,node-a,37745.73934830241,13995.296716690063
Least Connection,0,post,31.908294439315796,node-a,78802.1302546195,14487.239360809326
Least Connection,0,post,32.11000037193298,node-a,142301.05289339434,14478.22093963623
Least Connection,0,post,32.199997663497925,node-a,48023.69538980222,14288.594245910645
Least Connection,0,post,32.28999066352844,node-a,127315.72806786641,14908.35428237915
Least Connection,0,post,34.7070689201355,node-a,98369.16613454101,14998.947381973267
Least Connection,0,post,36.695218563079834,node-a,70201.29331389292,14812.118291854858
Least Connection,0,post,42.23172378540039,node-a,52253.60067108646,14792.134046554565
Least Connection,0,post,43.11568093299866,node-a,83646.84633148769,14694.97537612915
Least Connection,0,post,44.53786754608154,node-a,118759.14254924736,14865.798234939575
Least Connection,0,post,44.70254302024841,node-a,138037.32168458836,14813.350677490234
Least Connection,0,post,44.88931751251221,node-a,74452.03640041206,14330.108642578125
Power of Two Choices,0,pre,0.16777801513671875,node-b,123328.34653580883,103.89256477355957
Power of Two Choices,0,pre,0.32752275466918945,node-a,62960.00538639512,53.78842353820801
Power of Two Choices,0,pre,0.4916114807128906,node-b,154117.81473681098,160.5696678161621
Power of Two Choices,0,pre,0.5114681720733643,node-a,169486.63954621818,176.5880584716797
Power of Two Choices,0,pre,0.5180244445800781,node-a,39923.86033135189,66.43867492675781
Power of Two Choices,0,pre,0.6172354221343994,node-c,55224.2401116969,107.14244842529297
Power of Two Choices,0,pre,0.714540958404541,node-b,112889.77998801673,135.7097625732422
Power of Two Choices,0,pre,0.93033766746521,node-a,90411.40732044433,200.3946304321289
Power of Two Choices,0,pre,0.9354143142700195,node-a,105013.73635503302,129.93955612182617
Power of Two Choices,0,pre,1.0073432922363281,node-a,69128.68578469494,122.10464477539062
Power of Two Choices,0,pre,1.0123627185821533,node-c,164381.62893054791,326.8857002258301
Power of Two Choices,0,pre,1.088390827178955,node-c,156239.12879695476,457.1502208709717
Power of Two Choices,0,pre,1.2068023681640625,node-b,109454.29792252355,101.24063491821289
Power of Two Choices,0,pre,1.233506441116333,node-a,186068.02753197495,147.7069854736328
Power of Two Choices,0,pre,1.3188166618347168,node-c,133786.6562848461,435.93764305114746
Power of Two Choices,0,pre,1.3292574882507324,node-b,68913.04630081484,87.4319076538086
Power of Two Choices,0,pre,1.3359642028808594,node-a,127340.82264890775,133.66246223449707
Power of Two Choices,0,pre,1.3581466674804688,node-b,65565.55241263952,123.30484390258789
Power of Two Choices,0,pre,1.4195637702941895,node-b,164303.75731984293,292.36483573913574
Power of Two Choices,0,pre,1.4476807117462158,node-a,103288.78338218242,98.8607406616211
Power of Two Choices,0,pre,1.5338366031646729,node-b,96549.95675863358,231.5528392791748
Power of Two Choices,0,pre,1.5490999221801758,node-a,75341.18799430737,75.68526268005371
Power of Two Choices,0,pre,1.675917148590088,node-b,195148.81319740802,407.02295303344727
Power of Two Choices,0,pre,1.7606844902038574,node-b,98025.43656209784,242.83337593078613
